Suburb,Rooms,Type,SellerG,Date,Distance,Postcode,Bedroom,Bathroom,Car,Landsize,Regionname,Propertycount,Price,Distance_bin,Total Space
Mentone,3,h,Thomson,2/3/2018,20,3194,3,2,2,277,South-Eastern Metropolitan,6162,1120000,Moderately close,10
Mentone,3,h,O'Brien,2/3/2018,20,3194,3,2,2,601,South-Eastern Metropolitan,6162,1462000,Moderately close,10
Mernda,5,h,Stockdale,2/3/2018,25.9,3754,5,2,2,448,Northern Metropolitan,5812,676000,Moderately close,14
Mill Park,3,h,Ray,2/3/2018,17.9,3082,3,2,1,623,Northern Metropolitan,10529,592000,Moderately close,9
Mill Park,3,h,HAR,2/3/2018,17.9,3082,3,2,2,482,Northern Metropolitan,10529,635000,Moderately close,10
Moorabbin,2,u,O'Brien,2/3/2018,14.3,3189,2,1,1,50,Southern Metropolitan,2555,672000,Nearby,6
Newport,1,h,hockingstuart,2/3/2018,6.2,3015,1,1,1,537,Western Metropolitan,5498,340000,Nearby,4
North Melbourne,2,t,Rendina,2/3/2018,1.8,3051,2,1,1,145,Northern Metropolitan,6821,880000,Nearby,6
Oakleigh,4,h,Buxton,2/3/2018,12.3,3166,4,2,2,550,Southern Metropolitan,3224,1455000,Nearby,12
Parkdale,4,h,O'Brien,2/3/2018,21.5,3195,4,3,2,632,South-Eastern Metropolitan,5087,1451000,Moderately close,13
Point Cook,2,t,LJ,2/3/2018,14.7,3030,2,2,1,200,Western Metropolitan,15542,411000,Nearby,7
Point Cook,3,h,LJ,2/3/2018,14.7,3030,3,1,1,527,Western Metropolitan,15542,587500,Nearby,8
Point Cook,3,h,Point,2/3/2018,14.7,3030,3,3,1,537,Western Metropolitan,15542,750000,Nearby,10
Point Cook,3,h,Reliance,2/3/2018,14.7,3030,3,3,1,537,Western Metropolitan,15542,675000,Nearby,10
Point Cook,4,h,Reliance,2/3/2018,14.7,3030,4,2,2,537,Western Metropolitan,15542,692000,Nearby,12
Reservoir,2,u,Ray,2/3/2018,12,3073,1,1,1,50,Northern Metropolitan,21650,525500,Nearby,5
Ringwood East,3,u,Ray,2/3/2018,21.3,3135,2,2,1,208,Eastern Metropolitan,4407,656000,Moderately close,8
Rowville,4,h,Noel,2/3/2018,23.5,3178,4,2,2,664,South-Eastern Metropolitan,11667,930000,Moderately close,12
Roxburgh Park,3,h,Raine,2/3/2018,20.6,3064,3,2,1,482,Northern Metropolitan,5833,525000,Moderately close,9
Sandringham,3,u,Buxton,2/3/2018,15.2,3191,1,1,1,50,Southern Metropolitan,4497,870000,Moderately close,6
Seaford,3,h,O'Brien,2/3/2018,35.4,3198,3,1,2,613,South-Eastern Metropolitan,8077,606000,Far,9
Seddon,2,h,Sweeney,2/3/2018,5.1,3011,2,1,2,328,Western Metropolitan,2417,807500,Nearby,7
South Morang,4,h,Ray,2/3/2018,20.5,3752,4,2,2,482,Northern Metropolitan,7969,670000,Moderately close,12
Southbank,3,u,MICM,2/3/2018,0.7,3006,1,1,1,50,Southern Metropolitan,8400,801000,Nearby,6
Southbank,2,u,MICM,2/3/2018,0.7,3006,1,1,1,50,Southern Metropolitan,8400,530000,Nearby,5
St Albans,3,h,hockingstuart,2/3/2018,14,3021,3,1,2,537,Western Metropolitan,14042,675000,Nearby,9
St Albans,2,u,People,2/3/2018,14,3021,2,2,1,80,Western Metropolitan,14042,400000,Nearby,7
Thornbury,2,t,Nelson,2/3/2018,7,3071,2,2,1,145,Northern Metropolitan,8870,830000,Nearby,7
Werribee,3,u,hockingstuart,2/3/2018,14.7,3030,2,2,1,80,Western Metropolitan,16166,437500,Nearby,8
Werribee,3,h,Barry,2/3/2018,14.7,3030,3,2,4,537,Western Metropolitan,16166,900000,Nearby,12
West Footscray,2,t,hockingstuart,2/3/2018,6.4,3012,2,1,1,200,Western Metropolitan,5058,623000,Nearby,6
Yarraville,2,h,hockingstuart/Biggin,2/3/2018,6.3,3013,2,1,2,303,Western Metropolitan,6543,755000,Nearby,7
Airport West,3,h,Nelson,3/3/2018,10.4,3042,3,2,1,306,Western Metropolitan,3464,890000,Nearby,9
Airport West,3,h,Nelson,3/3/2018,10.4,3042,3,2,1,303,Western Metropolitan,3464,975000,Nearby,9
Airport West,3,t,Nelson,3/3/2018,10.4,3042,3,2,2,314,Western Metropolitan,3464,891000,Nearby,10
Airport West,2,u,Barry,3/3/2018,10.4,3042,2,2,1,80,Western Metropolitan,3464,700000,Nearby,7
Albert Park,3,h,The,3/3/2018,3,3206,3,2,0,134,Southern Metropolitan,3280,1650000,Nearby,8
Alphington,4,h,Jellis,3/3/2018,5.7,3078,4,1,2,574,Northern Metropolitan,2211,1480000,Nearby,11
Alphington,4,h,Nelson,3/3/2018,5.7,3078,4,2,3,1134,Northern Metropolitan,2211,2420000,Nearby,13
Altona,3,h,Williams,3/3/2018,11,3018,3,2,2,690,Western Metropolitan,5301,1815000,Nearby,10
Altona Meadows,3,h,Burnham,3/3/2018,15.5,3028,3,2,1,479,Western Metropolitan,7630,600000,Moderately close,9
Altona North,3,h,hockingstuart,3/3/2018,9.4,3025,3,1,2,441,Western Metropolitan,5132,700000,Nearby,9
Ardeer,4,h,Barry,3/3/2018,12.8,3022,4,1,4,601,Western Metropolitan,1281,624000,Nearby,13
Armadale,2,u,hockingstuart,3/3/2018,6.3,3143,1,1,1,50,Southern Metropolitan,4836,775000,Nearby,5
Armadale,1,u,hockingstuart,3/3/2018,6.3,3143,1,1,1,50,Southern Metropolitan,4836,561500,Nearby,4
Armadale,1,u,hockingstuart,3/3/2018,6.3,3143,1,1,1,50,Southern Metropolitan,4836,401000,Nearby,4
Ascot Vale,3,h,Nelson,3/3/2018,4.3,3032,3,1,1,272,Western Metropolitan,6567,1050000,Nearby,8
Ashburton,5,h,Jellis,3/3/2018,10.2,3147,5,2,2,697,Southern Metropolitan,3052,2850500,Nearby,14
Ashburton,4,h,hockingstuart,3/3/2018,10.2,3147,4,2,2,666,Southern Metropolitan,3052,1400000,Nearby,12
Aspendale,3,t,Buxton,3/3/2018,21.5,3195,3,2,1,284,South-Eastern Metropolitan,2824,1095000,Moderately close,9
Aspendale Gardens,3,h,Ray,3/3/2018,21.5,3195,3,2,2,633,South-Eastern Metropolitan,2243,1015000,Moderately close,10
Avondale Heights,3,h,Moonee,3/3/2018,9.5,3034,3,1,2,604,Western Metropolitan,4502,904000,Nearby,9
Avondale Heights,3,h,Moonee,3/3/2018,9.5,3034,3,2,1,321,Western Metropolitan,4502,680000,Nearby,9
Avondale Heights,3,h,Harcourts,3/3/2018,9.5,3034,3,1,1,581,Western Metropolitan,4502,725000,Nearby,8
Balaclava,2,u,McGrath,3/3/2018,6.4,3183,1,1,1,50,Southern Metropolitan,2952,652000,Nearby,5
Balwyn,5,h,hockingstuart,3/3/2018,7.9,3103,5,2,2,1105,Southern Metropolitan,5682,2800000,Nearby,14
Balwyn,5,h,Fletchers,3/3/2018,7.9,3103,5,2,3,678,Southern Metropolitan,5682,2360000,Nearby,15
Balwyn,5,h,Jellis,3/3/2018,7.9,3103,5,3,3,1527,Southern Metropolitan,5682,4000000,Nearby,16
Balwyn,4,h,Jellis,3/3/2018,7.9,3103,4,2,3,525,Southern Metropolitan,5682,2140000,Nearby,13
Balwyn,3,u,Fletchers,3/3/2018,7.9,3103,1,1,1,50,Southern Metropolitan,5682,1600000,Nearby,6
Balwyn North,4,t,hockingstuart,3/3/2018,9.7,3104,3,3,1,267,Southern Metropolitan,7809,1250000,Nearby,11
Balwyn North,5,h,Fletchers,3/3/2018,9.7,3104,5,1,2,760,Southern Metropolitan,7809,1510000,Nearby,13
Balwyn North,4,h,Fletchers,3/3/2018,9.7,3104,4,2,2,576,Southern Metropolitan,7809,2255000,Nearby,12
Balwyn North,4,h,Noel,3/3/2018,9.7,3104,4,2,2,823,Southern Metropolitan,7809,1905000,Nearby,12
Beaumaris,4,t,Chisholm,3/3/2018,17.3,3193,4,2,3,353,Southern Metropolitan,5366,1820000,Moderately close,13
Beaumaris,4,h,Bayside,3/3/2018,17.3,3193,4,2,2,646,Southern Metropolitan,5366,1645000,Moderately close,12
Beaumaris,3,h,hockingstuart,3/3/2018,17.3,3193,3,1,2,759,Southern Metropolitan,5366,1674000,Moderately close,9
Beaumaris,4,h,Buxton,3/3/2018,17.3,3193,4,2,2,700,Southern Metropolitan,5366,1550000,Moderately close,12
Beaumaris,3,h,Hodges,3/3/2018,17.3,3193,3,3,1,1111,Southern Metropolitan,5366,3720000,Moderately close,10
Beaumaris,4,h,McGrath,3/3/2018,17.3,3193,4,3,4,689,Southern Metropolitan,5366,1880000,Moderately close,15
Bentleigh,4,h,Janice,3/3/2018,11.4,3204,4,2,2,654,Southern Metropolitan,6795,1625000,Nearby,12
Bentleigh,4,h,Buxton,3/3/2018,11.4,3204,4,2,2,786,Southern Metropolitan,6795,1700000,Nearby,12
Bentleigh,3,h,Buxton,3/3/2018,11.4,3204,3,1,2,787,Southern Metropolitan,6795,1605000,Nearby,9
Bentleigh,3,t,Buxton,3/3/2018,11.4,3204,3,2,1,359,Southern Metropolitan,6795,1350000,Nearby,9
Bentleigh,2,t,Buxton,3/3/2018,11.4,3204,2,1,1,256,Southern Metropolitan,6795,920000,Nearby,6
Bentleigh,4,h,hockingstuart,3/3/2018,11.4,3204,4,2,1,587,Southern Metropolitan,6795,1300000,Nearby,11
Bentleigh East,2,h,Jellis,3/3/2018,13.8,3165,3,3,1,593,Southern Metropolitan,10969,871000,Nearby,9
Bentleigh East,3,h,Thomson,3/3/2018,13.8,3165,3,1,2,609,Southern Metropolitan,10969,1260000,Nearby,9
Bentleigh East,2,t,Buxton,3/3/2018,13.8,3165,2,2,1,190,Southern Metropolitan,10969,883000,Nearby,7
Bentleigh East,3,h,Jellis,3/3/2018,13.8,3165,3,1,2,584,Southern Metropolitan,10969,1155000,Nearby,9
Bentleigh East,4,t,Jellis,3/3/2018,13.8,3165,4,3,2,354,Southern Metropolitan,10969,1282000,Nearby,13
Bentleigh East,3,h,Woodards,3/3/2018,13.8,3165,3,2,4,564,Southern Metropolitan,10969,1015000,Nearby,12
Bentleigh East,3,h,Buxton,3/3/2018,13.8,3165,3,1,2,666,Southern Metropolitan,10969,1180000,Nearby,9
Bentleigh East,5,h,Jellis,3/3/2018,13.8,3165,5,3,2,400,Southern Metropolitan,10969,1669000,Nearby,15
Bentleigh East,3,h,Buxton,3/3/2018,13.8,3165,3,1,1,595,Southern Metropolitan,10969,1146000,Nearby,8
Bentleigh East,3,t,Buxton,3/3/2018,13.8,3165,3,3,1,267,Southern Metropolitan,10969,800000,Nearby,10
Black Rock,3,t,Buxton,3/3/2018,17.3,3193,3,3,1,267,Southern Metropolitan,2866,950000,Moderately close,10
Black Rock,4,h,hockingstuart,3/3/2018,17.3,3193,4,2,1,550,Southern Metropolitan,2866,1980000,Moderately close,11
Blackburn,5,h,Jellis,3/3/2018,13.4,3130,5,2,3,886,Eastern Metropolitan,5713,1670000,Nearby,15
Blackburn North,3,h,hockingstuart,3/3/2018,13.4,3130,3,3,1,693.5,Eastern Metropolitan,2867,750000,Nearby,10
Blackburn North,4,h,McGrath,3/3/2018,13.4,3130,4,2,2,938,Eastern Metropolitan,2867,1300000,Nearby,12
Blackburn North,3,t,Fletchers,3/3/2018,13.4,3130,3,2,2,210,Eastern Metropolitan,2867,850000,Nearby,10
Blackburn South,3,h,Fletchers,3/3/2018,13.4,3130,3,1,1,542,Eastern Metropolitan,4387,870000,Nearby,8
Blackburn South,3,t,Noel,3/3/2018,13.4,3130,3,3,1,236,Eastern Metropolitan,4387,975000,Nearby,10
Box Hill,4,h,Buxton,3/3/2018,10.9,3128,4,3,2,686,Eastern Metropolitan,4605,2128888,Nearby,13
Braybrook,3,h,Bells,3/3/2018,8.6,3019,3,1,1,603,Western Metropolitan,3589,801500,Nearby,8
Brighton,3,t,Marshall,3/3/2018,10.5,3186,3,3,1,267,Southern Metropolitan,10579,975000,Nearby,10
Brighton,3,h,Marshall,3/3/2018,10.5,3186,3,2,2,545,Southern Metropolitan,10579,1925000,Nearby,10
Brighton,4,h,Nick,3/3/2018,10.5,3186,4,3,2,839,Southern Metropolitan,10579,3590000,Nearby,13
Brighton,3,h,Jellis,3/3/2018,10.5,3186,3,1,1,468,Southern Metropolitan,10579,1826000,Nearby,8
Brighton,2,h,Marshall,3/3/2018,10.5,3186,2,1,0,199,Southern Metropolitan,10579,1250000,Nearby,5
Brighton,4,h,Buxton,3/3/2018,10.5,3186,4,2,2,564,Southern Metropolitan,10579,2500000,Nearby,12
Brighton,4,h,Nick,3/3/2018,10.5,3186,4,2,1,393,Southern Metropolitan,10579,2300000,Nearby,11
Brighton,2,u,hockingstuart,3/3/2018,10.5,3186,1,1,1,50,Southern Metropolitan,10579,970000,Nearby,5
Brighton East,4,h,Marshall,3/3/2018,10.3,3187,4,2,2,612,Southern Metropolitan,6938,1840000,Nearby,12
Brighton East,4,h,Buxton,3/3/2018,10.3,3187,4,2,2,604,Southern Metropolitan,6938,1736000,Nearby,12
Brighton East,3,h,Buxton,3/3/2018,10.3,3187,3,1,2,632,Southern Metropolitan,6938,1700000,Nearby,9
Brighton East,3,h,Kay,3/3/2018,10.3,3187,3,2,2,278,Southern Metropolitan,6938,1850000,Nearby,10
Brighton East,4,h,Hodges,3/3/2018,10.3,3187,4,2,2,598,Southern Metropolitan,6938,2500000,Nearby,12
Brighton East,4,h,Marshall,3/3/2018,10.3,3187,4,2,2,602,Southern Metropolitan,6938,2070000,Nearby,12
Brighton East,4,h,Buxton,3/3/2018,10.3,3187,4,2,2,550,Southern Metropolitan,6938,1555000,Nearby,12
Brighton East,5,h,Marshall,3/3/2018,10.3,3187,5,3,2,651,Southern Metropolitan,6938,2500000,Nearby,15
Brighton East,4,h,Marshall,3/3/2018,10.3,3187,4,3,3,602,Southern Metropolitan,6938,2000000,Nearby,14
Broadmeadows,3,h,Barry,3/3/2018,14,3047,3,1,2,566,Northern Metropolitan,4294,560000,Nearby,9
Broadmeadows,3,h,RW,3/3/2018,14,3047,3,2,1,692,Northern Metropolitan,4294,770000,Nearby,9
Broadmeadows,2,h,Stockdale,3/3/2018,14,3047,2,1,2,711,Northern Metropolitan,4294,711000,Nearby,7
Broadmeadows,3,h,YPA,3/3/2018,14,3047,3,1,0,647,Northern Metropolitan,4294,653000,Nearby,7
Broadmeadows,3,h,YPA,3/3/2018,14,3047,3,1,1,237,Northern Metropolitan,4294,407500,Nearby,8
Broadmeadows,4,h,@Realty,3/3/2018,14,3047,4,1,2,604,Northern Metropolitan,4294,560000,Nearby,11
Brunswick,2,u,Nelson,3/3/2018,5.2,3056,1,1,1,50,Northern Metropolitan,11918,790000,Nearby,5
Brunswick,3,h,Nelson,3/3/2018,5.2,3056,3,1,1,392,Northern Metropolitan,11918,1100000,Nearby,8
Brunswick,4,h,Jellis,3/3/2018,5.2,3056,4,1,3,520,Northern Metropolitan,11918,1325000,Nearby,12
Brunswick,2,h,Nelson,3/3/2018,5.2,3056,3,3,1,482,Northern Metropolitan,11918,1126000,Nearby,9
Brunswick,2,h,Nelson,3/3/2018,5.2,3056,3,3,1,482,Northern Metropolitan,11918,1355000,Nearby,9
Brunswick,2,h,Nelson,3/3/2018,5.2,3056,2,1,0,182,Northern Metropolitan,11918,900000,Nearby,5
Brunswick,3,h,Nelson,3/3/2018,5.2,3056,3,1,1,185,Northern Metropolitan,11918,915000,Nearby,8
Brunswick,2,u,Walshe,3/3/2018,5.2,3056,1,1,1,50,Northern Metropolitan,11918,570000,Nearby,5
Brunswick,3,h,Jellis,3/3/2018,5.2,3056,3,1,1,262,Northern Metropolitan,11918,1160000,Nearby,8
Brunswick,4,h,Nelson,3/3/2018,5.2,3056,4,2,1,412,Northern Metropolitan,11918,1661000,Nearby,11
Brunswick East,3,u,Jellis,3/3/2018,4,3057,1,1,1,50,Northern Metropolitan,5533,925000,Nearby,6
Brunswick East,2,h,Nelson,3/3/2018,4,3057,3,3,1,482,Northern Metropolitan,5533,530000,Nearby,9
Brunswick West,3,h,Brad,3/3/2018,5.2,3055,3,1,4,532,Northern Metropolitan,7082,950000,Nearby,11
Brunswick West,3,h,Nelson,3/3/2018,5.2,3055,3,1,1,374,Northern Metropolitan,7082,1326000,Nearby,8
Brunswick West,3,h,Alexkarbon,3/3/2018,5.2,3055,3,1,2,316,Northern Metropolitan,7082,1250000,Nearby,9
Brunswick West,4,h,Barry,3/3/2018,5.2,3055,4,1,1,536,Northern Metropolitan,7082,1440200,Nearby,10
Brunswick West,3,h,Nelson,3/3/2018,5.2,3055,3,1,0,366,Northern Metropolitan,7082,1345000,Nearby,7
Bulleen,4,h,Jellis,3/3/2018,10.8,3105,4,2,4,722,Eastern Metropolitan,4480,1337000,Nearby,14
Bulleen,4,h,Jellis,3/3/2018,10.8,3105,4,3,2,358,Eastern Metropolitan,4480,1310000,Nearby,13
Bundoora,3,h,Barry,3/3/2018,12.1,3083,3,2,2,652,Northern Metropolitan,10175,785000,Nearby,10
Burwood,4,t,Fletchers,3/3/2018,10.4,3125,3,3,1,267,Southern Metropolitan,5678,1217500,Nearby,11
Burwood,3,h,Buxton,3/3/2018,10.4,3125,3,1,1,588,Southern Metropolitan,5678,1308000,Nearby,8
Burwood,3,h,Buxton,3/3/2018,10.4,3125,3,1,1,674,Southern Metropolitan,5678,1461000,Nearby,8
Burwood,3,h,Buxton,3/3/2018,10.4,3125,3,1,2,772,Southern Metropolitan,5678,1388000,Nearby,9
Burwood East,3,h,RT,3/3/2018,14.7,3151,3,1,2,365,Eastern Metropolitan,4048,980000,Nearby,9
Burwood East,4,h,hockingstuart,3/3/2018,14.7,3151,4,1,1,645,Eastern Metropolitan,4048,1177000,Nearby,10
Burwood East,4,h,Noel,3/3/2018,14.7,3151,4,2,2,466,Eastern Metropolitan,4048,1290000,Nearby,12
Burwood East,3,h,Buxton,3/3/2018,14.7,3151,3,1,2,585,Eastern Metropolitan,4048,1140000,Nearby,9
Burwood East,3,h,hockingstuart,3/3/2018,14.7,3151,3,2,2,608,Eastern Metropolitan,4048,1177000,Nearby,10
Camberwell,4,h,Jellis,3/3/2018,7.7,3124,4,2,3,616,Southern Metropolitan,8920,2175000,Nearby,13
Camberwell,7,h,Fletchers,3/3/2018,7.7,3124,7,3,3,654,Southern Metropolitan,8920,1700000,Nearby,20
Camberwell,2,u,Noel,3/3/2018,7.7,3124,1,1,1,50,Southern Metropolitan,8920,730000,Nearby,5
Camberwell,4,h,Noel,3/3/2018,7.7,3124,4,2,4,944,Southern Metropolitan,8920,2200000,Nearby,14
Camberwell,4,h,Marshall,3/3/2018,7.7,3124,4,2,2,701,Southern Metropolitan,8920,2175000,Nearby,12
Camberwell,3,u,Jellis,3/3/2018,7.7,3124,1,1,1,50,Southern Metropolitan,8920,1150000,Nearby,6
Camberwell,4,t,Fletchers,3/3/2018,7.7,3124,3,3,1,267,Southern Metropolitan,8920,1650000,Nearby,11
Campbellfield,3,h,Raine,3/3/2018,16.6,3061,3,3,1,482,Northern Metropolitan,1889,430000,Moderately close,10
Campbellfield,2,t,Raine,3/3/2018,16.6,3061,2,2,1,145,Northern Metropolitan,1889,350000,Moderately close,7
Carlton,1,u,Whiting,3/3/2018,1.6,3053,1,1,1,50,Northern Metropolitan,6786,412000,Nearby,4
Carlton North,2,u,Harrington,3/3/2018,3.5,3054,1,1,1,50,Northern Metropolitan,3106,665000,Nearby,5
Carlton North,2,h,Woodards,3/3/2018,3.5,3054,2,1,0,96,Northern Metropolitan,3106,1065000,Nearby,5
Carnegie,1,u,Gary,3/3/2018,10.1,3163,1,1,1,50,Southern Metropolitan,7822,333000,Nearby,4
Carnegie,3,u,Gary,3/3/2018,10.1,3163,1,1,1,50,Southern Metropolitan,7822,920000,Nearby,6
Carrum,3,t,Buxton,3/3/2018,31.2,3197,2,2,1,248,South-Eastern Metropolitan,1989,870000,Far,8
Carrum,3,h,Ray,3/3/2018,31.2,3197,3,3,2,632,South-Eastern Metropolitan,1989,788000,Far,11
Carrum Downs,4,h,Harcourts,3/3/2018,34.9,3201,4,2,2,670,South-Eastern Metropolitan,8060,562500,Far,12
Carrum Downs,3,h,Munn,3/3/2018,34.9,3201,3,1,2,615,South-Eastern Metropolitan,8060,510000,Far,9
Carrum Downs,3,h,Harcourts,3/3/2018,34.9,3201,3,2,2,509,South-Eastern Metropolitan,8060,550000,Far,10
Caulfield North,4,h,Gary,3/3/2018,7.8,3161,4,1,1,275,Southern Metropolitan,6923,1545000,Nearby,10
Caulfield South,3,h,Gary,3/3/2018,8.7,3162,3,2,1,297,Southern Metropolitan,5051,1530000,Nearby,9
Caulfield South,3,h,Gary,3/3/2018,8.7,3162,3,2,2,370,Southern Metropolitan,5051,1425000,Nearby,10
Caulfield South,2,h,Gary,3/3/2018,8.7,3162,2,1,2,347,Southern Metropolitan,5051,1101000,Nearby,7
Caulfield South,3,h,Gary,3/3/2018,8.7,3162,3,3,4,959,Southern Metropolitan,5051,2000000,Nearby,13
Chadstone,3,h,McGrath,3/3/2018,11.7,3148,3,1,2,690,Southern Metropolitan,3582,1300000,Nearby,9
Chadstone,3,h,Barry,3/3/2018,11.7,3148,3,1,1,601,Southern Metropolitan,3582,960000,Nearby,8
Cheltenham,3,t,Buxton,3/3/2018,17.9,3192,3,2,1,163,Southern Metropolitan,9758,875000,Moderately close,9
Cheltenham,3,h,Marshall,3/3/2018,17.9,3192,3,1,2,694,Southern Metropolitan,9758,1305000,Moderately close,9
Clarinda,5,h,Buxton,3/3/2018,17.5,3169,5,3,4,756,South-Eastern Metropolitan,2727,1425000,Moderately close,17
Clayton South,3,h,Buxton,3/3/2018,17.5,3169,3,1,1,620,South-Eastern Metropolitan,4734,1020000,Moderately close,8
Clayton South,4,u,Hodges,3/3/2018,17.5,3169,2,2,1,210,South-Eastern Metropolitan,4734,665500,Moderately close,9
Clifton Hill,3,h,Miles,3/3/2018,3.6,3068,3,3,1,66,Northern Metropolitan,2954,935000,Nearby,10
Clifton Hill,3,t,Jellis,3/3/2018,3.6,3068,2,2,1,145,Northern Metropolitan,2954,900000,Nearby,8
Clifton Hill,2,u,Domain,3/3/2018,3.6,3068,1,1,1,50,Northern Metropolitan,2954,580000,Nearby,5
Clifton Hill,2,h,Jellis,3/3/2018,3.6,3068,2,1,1,128,Northern Metropolitan,2954,1010000,Nearby,6
Coburg,2,u,Woodards,3/3/2018,6.7,3058,1,1,1,50,Northern Metropolitan,11204,472500,Nearby,5
Coburg,3,u,Brad,3/3/2018,6.7,3058,3,1,1,318,Northern Metropolitan,11204,881000,Nearby,8
Coburg,2,h,Barry,3/3/2018,6.7,3058,2,1,1,236,Northern Metropolitan,11204,857000,Nearby,6
Coburg,1,u,Walshe,3/3/2018,6.7,3058,1,1,1,50,Northern Metropolitan,11204,295000,Nearby,4
Coburg,3,h,McGrath,3/3/2018,6.7,3058,3,1,2,459,Northern Metropolitan,11204,1000000,Nearby,9
Coburg,4,t,Barry,3/3/2018,6.7,3058,2,2,1,145,Northern Metropolitan,11204,1025000,Nearby,9
Coburg North,4,h,Barry,3/3/2018,6.7,3058,4,3,2,318,Northern Metropolitan,3445,1115000,Nearby,13
Collingwood,2,u,Kay,3/3/2018,2,3066,1,1,1,50,Northern Metropolitan,4553,1110000,Nearby,5
Collingwood,3,h,Woodards,3/3/2018,2,3066,3,2,2,178,Northern Metropolitan,4553,2330000,Nearby,10
Coolaroo,4,h,Barry,3/3/2018,17.4,3048,4,2,2,605,Northern Metropolitan,1124,550000,Moderately close,12
Craigieburn,4,h,Barry,3/3/2018,20.6,3064,4,2,2,544,Northern Metropolitan,15510,750000,Moderately close,12
Craigieburn,4,h,Brad,3/3/2018,20.6,3064,3,3,1,482,Northern Metropolitan,15510,730000,Moderately close,11
Craigieburn,3,h,Barry,3/3/2018,20.6,3064,3,2,2,375,Northern Metropolitan,15510,530000,Moderately close,10
Craigieburn,3,h,Stockdale,3/3/2018,20.6,3064,3,1,2,649,Northern Metropolitan,15510,540000,Moderately close,9
Craigieburn,4,h,Barry,3/3/2018,20.6,3064,4,2,2,431,Northern Metropolitan,15510,619500,Moderately close,12
Craigieburn,3,h,Ray,3/3/2018,20.6,3064,3,2,2,412,Northern Metropolitan,15510,592500,Moderately close,10
Craigieburn,4,h,Ray,3/3/2018,20.6,3064,4,2,2,543,Northern Metropolitan,15510,696000,Moderately close,12
Craigieburn,3,h,Barry,3/3/2018,20.6,3064,3,3,1,482,Northern Metropolitan,15510,500000,Moderately close,10
Craigieburn,3,t,LITTLE,3/3/2018,20.6,3064,3,2,1,150,Northern Metropolitan,15510,430000,Moderately close,9
Cremorne,2,h,Biggin,3/3/2018,2.4,3121,2,2,3,146,Northern Metropolitan,1123,1410000,Nearby,9
Croydon,4,h,McGrath,3/3/2018,23,3136,4,2,2,1068,Eastern Metropolitan,11925,1220000,Moderately close,12
Croydon,3,h,hockingstuart,3/3/2018,23,3136,3,1,1,773,Eastern Metropolitan,11925,676000,Moderately close,8
Croydon,3,h,Philip,3/3/2018,23,3136,3,3,1,693.5,Eastern Metropolitan,11925,691000,Moderately close,10
Croydon,3,h,McGrath,3/3/2018,23,3136,3,3,1,693.5,Eastern Metropolitan,11925,760000,Moderately close,10
Croydon Hills,5,h,Noel,3/3/2018,23,3136,3,3,1,693.5,Eastern Metropolitan,1705,970000,Moderately close,12
Dallas,3,h,hockingstuart,3/3/2018,14,3047,3,1,2,615,Northern Metropolitan,2246,434000,Nearby,9
Dandenong,3,h,O'Brien,3/3/2018,24.7,3175,3,1,1,584,South-Eastern Metropolitan,10894,611000,Moderately close,8
Dandenong North,3,h,Harcourts,3/3/2018,24.7,3175,3,2,2,540,South-Eastern Metropolitan,8322,690000,Moderately close,10
Dandenong North,4,h,Ray,3/3/2018,24.7,3175,4,2,2,553,South-Eastern Metropolitan,8322,850000,Moderately close,12
Deepdene,3,u,Garvey,3/3/2018,7.9,3103,1,1,1,50,Southern Metropolitan,892,862500,Nearby,6
Deer Park,4,h,Stockdale,3/3/2018,14.8,3023,4,2,2,401,Western Metropolitan,6388,545000,Nearby,12
Diamond Creek,4,h,Morrison,3/3/2018,21.8,3089,4,2,2,754,Northern Victoria,4258,1100000,Moderately close,12
Diggers Rest,3,h,Raine,3/3/2018,27.7,3427,3,2,2,690,Western Metropolitan,1184,485000,Moderately close,10
Dingley Village,3,h,Buxton,3/3/2018,22.2,3172,3,2,2,994,South-Eastern Metropolitan,3940,1130000,Moderately close,10
Dingley Village,4,h,Buxton,3/3/2018,22.2,3172,4,2,2,556,South-Eastern Metropolitan,3940,883500,Moderately close,12
Dingley Village,3,h,Ray,3/3/2018,22.2,3172,3,2,2,572,South-Eastern Metropolitan,3940,900000,Moderately close,10
Dingley Village,3,h,Buxton,3/3/2018,22.2,3172,3,2,3,532,South-Eastern Metropolitan,3940,870000,Moderately close,11
Dingley Village,3,h,Buxton,3/3/2018,22.2,3172,3,2,2,531,South-Eastern Metropolitan,3940,880000,Moderately close,10
Doncaster East,4,h,Jellis,3/3/2018,14.3,3109,4,2,1,728,Eastern Metropolitan,10999,1200000,Nearby,11
Doncaster East,4,h,The,3/3/2018,14.3,3109,3,3,1,693.5,Eastern Metropolitan,10999,1240000,Nearby,11
Doncaster East,3,h,Jellis,3/3/2018,14.3,3109,3,1,0,728,Eastern Metropolitan,10999,1610000,Nearby,7
